Loan ID,"Status (Fully Paid=1, Not Paid=0)"
1856772,0
544915,0.84581
2079551,0
2514828,0
396145,0.84581
734817,0.84581
396154,0.84581
637408,0
493460,0.84581
2370413,0
2311888,0
388347,0.84581
2366930,0
2311049,0
637762,0.84581
2300581,0
772296,0.84581
2378442,0
2226059,0
2367601,0
788061,0.84581
977644,0
431678,0.84581
2366933,0
2369351,0
789053,0.84581
2285088,0
1111620,0.84581
1132914,0.84581
441717,0.84581
475531,0.84581
1955042,0
1200455,0
979272,0.84581
557484,0
452944,0.84581
2382647,0
513687,0.84581
715522,0.84581
448111,0.84581
474090,0.84581
2184774,0
416753,0.84581
388882,0
433667,0.84581
452706,0.84581
1097728,0.84581
2374856,0
647374,0.84581
500117,0.84581
2079178,0
127504,0.84581
449546,0.84581
866840,0.84581
548515,0.84581
482319,0.84581
426877,0
2093171,0
466101,0
423064,0.84581
675717,0.84581
2435485,0
157308,0
397651,0.84581
298280,0.84581
1207182,0
2078122,0
1140824,0.84581
583179,0.84581
444305,0.84581
1086514,0
2305781,0
2378037,0
455781,0.84581
973077,0.84581
2306453,0
406894,0.84581
2081511,0
2445102,0
429147,0.84581
381739,0.84581
364376,0
2300330,0
429170,0.84581
498827,0
1142603,0
414410,0.84581
594261,0.84581
2185574,0
1481767,0
1200263,0.84581
2378445,0
526344,0
401782,0.84581
2367411,0.84581
876296,0.84581
2365316,0
637323,0.84581
377511,0
2307802,0
833816,0.84581
2227517,0.84581
1334445,0
1217719,0
373583,0
1178180,0
303615,0
456643,0.84581
453783,0.84581
2299379,0
1198629,0
2444652,0
560787,0.84581
476083,0.84581
574900,0.84581
667752,0.84581
473390,0.84581
721920,0.84581
1360233,0
373183,0.84581
2124605,0
2305245,0
2365777,0
293410,0
792768,0
2294897,0
407794,0.84581
2306484,0
1855760,0
2080629,0
594924,0.84581
386288,0.84581
370893,0.84581
876351,0.84581
1565916,0
2372913,0
631419,0.84581
402988,0.84581
535351,0.84581
603426,0.84581
2309736,0
394291,0.84581
463133,0.84581
2381007,0
889934,0.84581
874928,0.84581
535672,0
2475800,0
398139,0.84581
608112,0.84581
2296674,0
490446,0.84581
490412,0.84581
2308129,0
353173,0
362809,0
391348,0.84581
2371402,0
395277,0.84581
2375874,0
361530,0.84581
